epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.9603,1.82638,3.22008,1.33206,0.45161,0.38265,0.31316,0.13846,1.9926,3.96417,1.43989,0.00046676,0.00046676,0.00046676
2,23.4928,1.76946,1.8131,1.33551,0.25114,0.42989,0.1716,0.07487,2.0175,inf,1.96138,0.000943919,0.000943919,0.000943919
3,30.3703,1.78247,1.76098,1.37019,0.12128,0.3473,0.13848,0.056,2.49023,26.0491,2.52177,0.0014147,0.0014147,0.0014147
4,37.2561,1.86721,1.73566,1.40634,0,0,0,0,3.66202,66.9744,16.0504,0.00163399,0.00163399,0.00163399
5,44.1617,1.82143,1.60116,1.39441,0.06066,0.43137,0.04111,0.01877,1.98252,53.6421,2.00394,0.00162299,0.00162299,0.00162299
6,51.0562,1.70539,1.45979,1.33631,0.21985,0.31866,0.11141,0.04171,2.71891,296.91,3.50881,0.00161199,0.00161199,0.00161199
7,58.0421,1.69589,1.3762,1.32137,0.45871,0.40689,0.37088,0.14336,1.91468,6.90671,1.53873,0.00160099,0.00160099,0.00160099
8,65.1821,1.67748,1.36803,1.30089,0.51093,0.47849,0.49459,0.21942,1.99474,5.06569,1.60247,0.00158998,0.00158998,0.00158998
9,72.2247,1.65356,1.33638,1.32563,0.51615,0.46001,0.44628,0.21897,1.92218,4.11249,1.60937,0.00157898,0.00157898,0.00157898
10,79.1025,1.64475,1.29989,1.2857,0.41566,0.48579,0.4132,0.19205,1.85367,4.39858,1.7061,0.00156798,0.00156798,0.00156798
11,86.087,1.61005,1.25589,1.26885,0.45645,0.40279,0.37491,0.15429,2.16516,2.30419,1.88289,0.00155698,0.00155698,0.00155698
12,93.1056,1.55587,1.28538,1.25892,0.57771,0.36168,0.40229,0.17954,2.32552,2.70608,1.85388,0.00154598,0.00154598,0.00154598
13,99.9853,1.50807,1.19766,1.23717,0.76779,0.56518,0.68066,0.3487,1.74571,1.35118,1.40979,0.00153497,0.00153497,0.00153497
14,106.994,1.59088,1.23909,1.27954,0.66976,0.43731,0.54038,0.26466,1.60493,2.0778,1.43165,0.00152397,0.00152397,0.00152397
15,113.85,1.53168,1.16611,1.25081,0.66844,0.42389,0.51506,0.24906,1.80476,1.79601,1.4994,0.00151297,0.00151297,0.00151297
16,120.843,1.50395,1.11846,1.2241,0.55764,0.39944,0.42241,0.20422,2.13092,1.6258,1.78876,0.00150197,0.00150197,0.00150197
17,127.728,1.49533,1.14372,1.22156,0.48535,0.30716,0.3071,0.1484,2.41042,2.47184,2.1054,0.00149096,0.00149096,0.00149096
18,134.588,1.47265,1.12177,1.2273,0.61226,0.53689,0.55821,0.26825,1.98304,1.63826,1.7489,0.00147996,0.00147996,0.00147996
19,141.572,1.48653,1.09898,1.22804,0.71933,0.58033,0.65261,0.32905,1.82186,1.54613,1.5339,0.00146896,0.00146896,0.00146896
20,148.477,1.42611,1.04262,1.21145,0.61081,0.40694,0.43023,0.19525,1.99156,2.09064,1.55511,0.00145796,0.00145796,0.00145796
21,155.387,1.43536,1.06687,1.20136,0.79475,0.44533,0.6008,0.30951,1.70266,1.33521,1.48014,0.00144696,0.00144696,0.00144696
22,162.281,1.40717,1.02432,1.1839,0.72444,0.57195,0.62128,0.30601,1.6902,1.36523,1.40448,0.00143595,0.00143595,0.00143595
23,169.119,1.36279,1.00711,1.16594,0.59636,0.51895,0.5357,0.26905,1.70772,1.69469,1.45704,0.00142495,0.00142495,0.00142495
24,176.102,1.38754,0.98187,1.16709,0.61911,0.58496,0.62462,0.32627,1.92452,1.50257,1.61118,0.00141395,0.00141395,0.00141395
25,183.036,1.38493,0.97852,1.17793,0.70662,0.59887,0.65662,0.33842,1.90688,1.2586,1.68699,0.00140295,0.00140295,0.00140295
26,189.889,1.39322,1.00785,1.18531,0.62164,0.66102,0.67513,0.35425,1.67236,1.41694,1.42404,0.00139195,0.00139195,0.00139195
27,196.853,1.36884,0.94596,1.15303,0.65408,0.70731,0.71045,0.38639,1.56997,1.20173,1.32458,0.00138094,0.00138094,0.00138094
28,203.844,1.31587,0.90637,1.14116,0.69289,0.46845,0.5379,0.29405,2.08343,1.86114,1.66951,0.00136994,0.00136994,0.00136994
29,210.807,1.34746,0.9058,1.13041,0.65878,0.45339,0.50511,0.26355,1.7679,2.75009,1.45087,0.00135894,0.00135894,0.00135894
30,217.664,1.29412,0.87819,1.12111,0.78095,0.65221,0.71936,0.36771,1.62102,1.13297,1.37106,0.00134794,0.00134794,0.00134794
31,224.486,1.29783,0.87046,1.12151,0.75278,0.65603,0.66981,0.34716,1.59052,1.33135,1.3281,0.00133693,0.00133693,0.00133693
32,231.376,1.30261,0.88255,1.1253,0.70505,0.60469,0.63709,0.31985,1.96516,1.60881,1.4938,0.00132593,0.00132593,0.00132593
33,238.304,1.28388,0.85236,1.12325,0.67824,0.63343,0.66275,0.35121,1.6896,1.47803,1.41198,0.00131493,0.00131493,0.00131493
34,245.217,1.24684,0.85835,1.10219,0.81423,0.59465,0.71703,0.40142,1.62783,1.30555,1.30253,0.00130393,0.00130393,0.00130393
35,252.331,1.25466,0.86,1.10238,0.78178,0.63065,0.68135,0.36561,1.48982,1.26615,1.29975,0.00129293,0.00129293,0.00129293
36,259.339,1.22844,0.83582,1.08941,0.80523,0.63506,0.70848,0.40675,1.4003,1.23781,1.26192,0.00128192,0.00128192,0.00128192
37,266.355,1.25564,0.86437,1.11076,0.64743,0.68889,0.69931,0.36814,1.72118,1.24256,1.32325,0.00127092,0.00127092,0.00127092
38,273.259,1.27748,0.87379,1.10112,0.78229,0.6376,0.7023,0.37848,1.68445,1.21828,1.32433,0.00125992,0.00125992,0.00125992
39,280.078,1.24086,0.83614,1.08351,0.80699,0.62982,0.73124,0.41847,1.48921,1.06383,1.28167,0.00124892,0.00124892,0.00124892
40,287.052,1.2631,0.83127,1.10649,0.74453,0.67604,0.70287,0.36872,1.70543,1.1566,1.34919,0.00123791,0.00123791,0.00123791
41,293.938,1.19388,0.77023,1.07714,0.75303,0.67915,0.71959,0.39014,1.64742,1.21751,1.40493,0.00122691,0.00122691,0.00122691
42,300.796,1.19005,0.77762,1.09494,0.84417,0.65222,0.76604,0.39567,1.553,1.11721,1.35333,0.00121591,0.00121591,0.00121591
43,307.679,1.16803,0.78619,1.07901,0.78526,0.72072,0.77251,0.40752,1.50825,1.05309,1.30321,0.00120491,0.00120491,0.00120491
44,314.594,1.15732,0.74344,1.07118,0.78212,0.6224,0.66867,0.36637,1.46497,1.25633,1.3393,0.00119391,0.00119391,0.00119391
45,321.479,1.19715,0.78388,1.07116,0.79548,0.71824,0.7804,0.43692,1.53686,1.00223,1.26821,0.0011829,0.0011829,0.0011829
46,328.484,1.17717,0.78541,1.08257,0.7549,0.68972,0.72416,0.39374,1.61324,1.09228,1.35571,0.0011719,0.0011719,0.0011719
47,335.354,1.12526,0.7417,1.0499,0.81021,0.69279,0.77636,0.43558,1.6374,1.00466,1.31247,0.0011609,0.0011609,0.0011609
48,342.343,1.18704,0.77296,1.06926,0.80694,0.63832,0.73438,0.35937,1.78794,1.21227,1.45312,0.0011499,0.0011499,0.0011499
49,349.269,1.14556,0.76117,1.05808,0.66794,0.65171,0.67999,0.34326,1.56778,1.16904,1.32055,0.00113889,0.00113889,0.00113889
50,356.157,1.17894,0.74531,1.05101,0.72224,0.7098,0.75152,0.38272,1.78447,1.17436,1.35903,0.00112789,0.00112789,0.00112789
51,363.144,1.16359,0.76665,1.08146,0.75861,0.68289,0.77,0.41845,1.57827,1.04203,1.32304,0.00111689,0.00111689,0.00111689
52,370.16,1.11491,0.74255,1.05434,0.80642,0.67104,0.76337,0.44046,1.55658,0.99606,1.27166,0.00110589,0.00110589,0.00110589
53,377.13,1.1485,0.72504,1.05627,0.82555,0.65469,0.76395,0.40399,1.48755,1.02114,1.30164,0.00109489,0.00109489,0.00109489
54,383.958,1.13175,0.73935,1.0544,0.80684,0.68755,0.73977,0.41703,1.45161,1.04571,1.30041,0.00108388,0.00108388,0.00108388
55,390.813,1.09122,0.70839,1.03554,0.79779,0.76566,0.81107,0.44654,1.569,0.93677,1.31302,0.00107288,0.00107288,0.00107288
56,397.784,1.11222,0.70375,1.03747,0.75407,0.73634,0.77557,0.42843,1.48525,0.94938,1.29223,0.00106188,0.00106188,0.00106188
57,404.734,1.05711,0.67837,1.00473,0.78496,0.77845,0.81542,0.46561,1.4751,0.91439,1.25466,0.00105088,0.00105088,0.00105088
58,411.697,1.07987,0.69722,1.03558,0.79058,0.76376,0.80304,0.44469,1.56525,1.00221,1.30242,0.00103987,0.00103987,0.00103987
59,418.522,1.07282,0.69173,1.03119,0.73583,0.75021,0.78312,0.42602,1.49949,1.10556,1.28888,0.00102887,0.00102887,0.00102887
60,425.506,1.08404,0.68781,1.03314,0.83377,0.73256,0.81904,0.44848,1.4871,0.89232,1.2853,0.00101787,0.00101787,0.00101787
61,432.396,1.08809,0.69471,1.03345,0.77123,0.75219,0.78295,0.43775,1.52953,0.91572,1.30039,0.00100687,0.00100687,0.00100687
62,439.246,1.03834,0.65997,1.00356,0.76333,0.76967,0.80204,0.42961,1.56676,1.05656,1.30088,0.000995866,0.000995866,0.000995866
63,446.089,1.05016,0.65146,1.02026,0.81123,0.73761,0.81821,0.46588,1.43007,0.89336,1.28455,0.000984864,0.000984864,0.000984864
64,453.087,1.03537,0.65931,1.00942,0.85294,0.75781,0.82091,0.44957,1.62184,0.90633,1.2935,0.000973861,0.000973861,0.000973861
65,459.981,1.04611,0.64443,1.00899,0.86244,0.74094,0.82928,0.4898,1.45726,0.9194,1.24817,0.000962859,0.000962859,0.000962859
66,466.929,1.03141,0.64734,1.01618,0.82284,0.72585,0.78742,0.4574,1.51095,0.91535,1.24975,0.000951857,0.000951857,0.000951857
67,473.768,1.02112,0.64748,1.01377,0.87459,0.69176,0.81545,0.46626,1.51336,0.91735,1.25964,0.000940855,0.000940855,0.000940855
68,480.643,1.03613,0.66065,1.00618,0.79005,0.74759,0.79074,0.44633,1.46152,0.88,1.29054,0.000929853,0.000929853,0.000929853
69,487.565,1.00377,0.64042,0.98982,0.78023,0.77041,0.79148,0.43194,1.47007,0.8936,1.2925,0.00091885,0.00091885,0.00091885
70,494.446,1.01773,0.64317,1.00875,0.777,0.71085,0.77273,0.43858,1.40846,0.93501,1.27946,0.000907848,0.000907848,0.000907848
71,501.31,1.02972,0.63611,1.00027,0.78085,0.6636,0.7227,0.37443,1.57,1.04753,1.35678,0.000896846,0.000896846,0.000896846
72,508.318,1.0241,0.63428,1.00248,0.86816,0.71159,0.83869,0.48284,1.37221,0.87587,1.24193,0.000885844,0.000885844,0.000885844
73,515.21,1.00174,0.61708,0.99272,0.8367,0.72224,0.79452,0.46022,1.44066,0.94363,1.25311,0.000874842,0.000874842,0.000874842
74,522.08,0.99833,0.62067,0.98532,0.81074,0.78587,0.80369,0.47184,1.35444,0.84682,1.21294,0.000863839,0.000863839,0.000863839
75,528.938,0.97201,0.60659,0.97993,0.85706,0.74176,0.84198,0.46552,1.41408,0.86428,1.25537,0.000852837,0.000852837,0.000852837
76,535.834,0.98822,0.62224,0.99489,0.81649,0.66016,0.75309,0.40487,1.48425,1.01034,1.31761,0.000841835,0.000841835,0.000841835
77,542.725,1.02406,0.6343,1.01144,0.80436,0.77616,0.82606,0.47228,1.43371,0.81774,1.28069,0.000830833,0.000830833,0.000830833
78,549.566,0.98988,0.61218,0.99061,0.80511,0.70648,0.82104,0.47116,1.43029,0.99744,1.25519,0.000819831,0.000819831,0.000819831
79,556.452,0.94591,0.59069,0.96444,0.82547,0.76323,0.817,0.49527,1.28804,0.9041,1.222,0.000808828,0.000808828,0.000808828
80,563.479,0.95912,0.60061,0.99477,0.79658,0.75781,0.80062,0.44363,1.36005,0.93286,1.26398,0.000797826,0.000797826,0.000797826
81,570.389,0.97686,0.59823,0.99167,0.7842,0.76622,0.81747,0.46241,1.3492,0.87745,1.23244,0.000786824,0.000786824,0.000786824
82,577.254,0.97061,0.58118,0.97437,0.80086,0.77735,0.83372,0.46097,1.4222,0.88918,1.25795,0.000775822,0.000775822,0.000775822
83,584.085,0.95416,0.57688,0.98174,0.82375,0.77594,0.82753,0.47092,1.49896,0.91088,1.26529,0.00076482,0.00076482,0.00076482
84,590.985,0.93042,0.56511,0.95758,0.79828,0.75948,0.79623,0.44905,1.40869,0.86739,1.23529,0.000753817,0.000753817,0.000753817
85,597.894,0.93777,0.58123,0.97791,0.8118,0.78316,0.81944,0.46029,1.39837,0.85055,1.23173,0.000742815,0.000742815,0.000742815
86,604.759,0.90903,0.57037,0.95954,0.83486,0.80041,0.83359,0.47932,1.37208,0.85638,1.2461,0.000731813,0.000731813,0.000731813
87,611.615,0.94469,0.57583,0.96174,0.83025,0.71935,0.81459,0.47085,1.42964,0.94929,1.27717,0.000720811,0.000720811,0.000720811
88,618.465,0.91327,0.5588,0.97636,0.8204,0.76524,0.81138,0.46686,1.33031,0.92481,1.25265,0.000709809,0.000709809,0.000709809
89,625.408,0.92235,0.58104,0.96947,0.83844,0.74689,0.8283,0.48309,1.34896,0.94445,1.22768,0.000698806,0.000698806,0.000698806
90,632.28,0.91242,0.56377,0.97888,0.79147,0.77346,0.80756,0.47217,1.35554,0.86519,1.26086,0.000687804,0.000687804,0.000687804
91,639.194,0.92499,0.55803,0.97576,0.85058,0.7439,0.82807,0.47958,1.32736,0.84419,1.21685,0.000676802,0.000676802,0.000676802
92,646.183,0.90751,0.54922,0.96368,0.82626,0.78379,0.82331,0.47958,1.3781,0.84539,1.22792,0.0006658,0.0006658,0.0006658
93,653.096,0.89841,0.54937,0.96396,0.87953,0.74068,0.8221,0.46547,1.46254,0.86596,1.25328,0.000654798,0.000654798,0.000654798
94,659.953,0.89549,0.54339,0.96143,0.84867,0.69216,0.80251,0.45125,1.29478,0.8605,1.26585,0.000643795,0.000643795,0.000643795
95,666.804,0.9014,0.54615,0.95452,0.88562,0.72849,0.81409,0.46321,1.29749,0.78322,1.24685,0.000632793,0.000632793,0.000632793
96,673.694,0.86859,0.54865,0.95962,0.86269,0.79124,0.85698,0.51203,1.26994,0.75768,1.227,0.000621791,0.000621791,0.000621791
97,680.71,0.85046,0.51465,0.95178,0.83442,0.80826,0.83661,0.48648,1.3424,0.80048,1.21707,0.000610789,0.000610789,0.000610789
98,687.562,0.83781,0.51952,0.94912,0.86095,0.80743,0.8506,0.48528,1.39459,0.79692,1.2212,0.000599787,0.000599787,0.000599787
99,694.398,0.84719,0.51687,0.95424,0.81977,0.80224,0.83766,0.49787,1.27016,0.76702,1.22323,0.000588784,0.000588784,0.000588784
100,701.304,0.84259,0.50729,0.94475,0.86475,0.7225,0.82691,0.47741,1.36988,0.77853,1.25018,0.000577782,0.000577782,0.000577782
101,708.193,0.85336,0.51361,0.93986,0.83237,0.80451,0.83518,0.49984,1.40448,0.7858,1.23758,0.00056678,0.00056678,0.00056678
102,715.049,0.86866,0.5273,0.9509,0.81608,0.77546,0.81412,0.48739,1.3984,0.84692,1.25474,0.000555778,0.000555778,0.000555778
103,721.921,0.83708,0.5269,0.93974,0.85182,0.77743,0.84346,0.49529,1.29594,0.85624,1.22381,0.000544776,0.000544776,0.000544776
104,728.813,0.85462,0.51478,0.94248,0.82944,0.7735,0.81162,0.47124,1.42099,0.91167,1.2491,0.000533773,0.000533773,0.000533773
105,735.744,0.81336,0.50679,0.94216,0.8789,0.76453,0.83906,0.50999,1.21902,0.77191,1.17846,0.000522771,0.000522771,0.000522771
106,742.645,0.81098,0.50868,0.92817,0.85535,0.75692,0.83251,0.4959,1.35714,0.83641,1.20658,0.000511769,0.000511769,0.000511769
107,749.549,0.83096,0.50287,0.93249,0.87933,0.77546,0.84542,0.49097,1.39685,0.85806,1.25452,0.000500767,0.000500767,0.000500767
108,756.516,0.81348,0.50743,0.92656,0.90481,0.78972,0.85383,0.49368,1.39488,0.86158,1.23637,0.000489765,0.000489765,0.000489765
109,763.446,0.81639,0.49467,0.9362,0.85811,0.77124,0.83614,0.49719,1.30724,0.79033,1.22567,0.000478762,0.000478762,0.000478762
110,770.327,0.80503,0.49265,0.93094,0.82962,0.80361,0.8364,0.50455,1.25382,0.77493,1.21661,0.00046776,0.00046776,0.00046776
111,777.305,0.82082,0.47659,0.92786,0.88256,0.78609,0.84845,0.504,1.34679,0.76384,1.2126,0.000456758,0.000456758,0.000456758
112,784.313,0.80481,0.49432,0.93804,0.85105,0.81497,0.8451,0.4963,1.38205,0.80093,1.22193,0.000445756,0.000445756,0.000445756
113,791.207,0.80228,0.47912,0.93417,0.87175,0.80615,0.85558,0.49696,1.30187,0.9208,1.20102,0.000434754,0.000434754,0.000434754
114,798.076,0.79458,0.49426,0.92837,0.82916,0.78469,0.82731,0.47588,1.37013,0.79282,1.25794,0.000423751,0.000423751,0.000423751
115,804.949,0.78067,0.47091,0.92944,0.84614,0.78673,0.83191,0.49738,1.24332,0.77703,1.19879,0.000412749,0.000412749,0.000412749
116,811.938,0.77213,0.47349,0.92295,0.80097,0.83012,0.84671,0.50749,1.22611,0.80547,1.17893,0.000401747,0.000401747,0.000401747
117,818.826,0.75124,0.4609,0.90018,0.86862,0.80986,0.86154,0.50293,1.28126,0.78072,1.18708,0.000390745,0.000390745,0.000390745
118,825.675,0.7927,0.48389,0.92026,0.87586,0.76218,0.84259,0.49753,1.25604,0.76329,1.20506,0.000379743,0.000379743,0.000379743
119,832.633,0.74514,0.45867,0.9,0.87326,0.79982,0.86163,0.51265,1.21424,0.7313,1.20161,0.00036874,0.00036874,0.00036874
120,839.71,0.72217,0.44672,0.90947,0.85038,0.81581,0.84457,0.51753,1.22711,0.72366,1.2055,0.000357738,0.000357738,0.000357738
121,846.735,0.7409,0.45531,0.90411,0.8796,0.80212,0.85508,0.50899,1.24249,0.69424,1.1904,0.000346736,0.000346736,0.000346736
122,853.585,0.76766,0.47231,0.91811,0.867,0.81757,0.85349,0.50331,1.25674,0.74625,1.17906,0.000335734,0.000335734,0.000335734
123,860.487,0.76646,0.46555,0.91755,0.81315,0.80305,0.82767,0.50645,1.3012,0.74095,1.19962,0.000324732,0.000324732,0.000324732
124,867.416,0.72289,0.43976,0.91145,0.84123,0.78301,0.83271,0.50601,1.35583,0.76512,1.23407,0.000313729,0.000313729,0.000313729
125,874.271,0.74976,0.45353,0.91251,0.87036,0.76114,0.82022,0.49568,1.27924,0.77076,1.20704,0.000302727,0.000302727,0.000302727
126,881.08,0.71314,0.44413,0.8933,0.85633,0.79311,0.84792,0.51125,1.26253,0.74888,1.20298,0.000291725,0.000291725,0.000291725
127,887.881,0.72996,0.44744,0.91426,0.86413,0.82086,0.86142,0.51072,1.28223,0.74206,1.2156,0.000280723,0.000280723,0.000280723
128,894.714,0.73378,0.43973,0.90152,0.8558,0.83082,0.85176,0.51925,1.26621,0.71336,1.21351,0.000269721,0.000269721,0.000269721
129,901.702,0.69354,0.43331,0.89396,0.8432,0.80646,0.8524,0.52943,1.23376,0.71783,1.1934,0.000258718,0.000258718,0.000258718
130,908.6,0.68931,0.43054,0.8992,0.83182,0.78887,0.82792,0.51648,1.23876,0.74532,1.20729,0.000247716,0.000247716,0.000247716
131,915.497,0.69199,0.43777,0.89138,0.84247,0.76553,0.82557,0.50797,1.18387,0.75133,1.20129,0.000236714,0.000236714,0.000236714
132,922.337,0.69084,0.43013,0.8866,0.8266,0.81183,0.85552,0.51622,1.25171,0.77641,1.20364,0.000225712,0.000225712,0.000225712
133,929.262,0.67778,0.42949,0.88164,0.83657,0.78443,0.83811,0.5257,1.27117,0.77453,1.23262,0.00021471,0.00021471,0.00021471
134,936.074,0.6916,0.43146,0.8949,0.84882,0.77087,0.84093,0.52323,1.26577,0.7369,1.22016,0.000203707,0.000203707,0.000203707
135,943.003,0.68878,0.42342,0.90047,0.8716,0.80309,0.8711,0.52848,1.27965,0.73352,1.21246,0.000192705,0.000192705,0.000192705
136,949.896,0.68089,0.41981,0.88451,0.86741,0.78907,0.85038,0.51168,1.24441,0.73792,1.21302,0.000181703,0.000181703,0.000181703
137,956.743,0.68969,0.42356,0.89016,0.83287,0.80442,0.84554,0.50851,1.22855,0.73953,1.20584,0.000170701,0.000170701,0.000170701
138,963.55,0.69536,0.42024,0.89893,0.84956,0.80769,0.85447,0.51489,1.24631,0.73547,1.206,0.000159699,0.000159699,0.000159699
139,970.364,0.66425,0.41139,0.88446,0.82414,0.81581,0.85352,0.51837,1.28519,0.73349,1.2235,0.000148696,0.000148696,0.000148696
140,977.216,0.67993,0.42346,0.89509,0.83931,0.82914,0.85767,0.52108,1.23276,0.71732,1.21909,0.000137694,0.000137694,0.000137694
141,1082.99,0.65276,0.39597,0.87768,0.86569,0.80404,0.85786,0.51456,1.23692,0.72283,1.22637,0.000126692,0.000126692,0.000126692
142,1090.31,0.61814,0.38272,0.85936,0.88569,0.7951,0.85613,0.50952,1.27283,0.74879,1.20928,0.00011569,0.00011569,0.00011569
143,1097.1,0.6257,0.36987,0.85768,0.90227,0.76619,0.85187,0.5189,1.25023,0.74112,1.20774,0.000104688,0.000104688,0.000104688
144,1103.89,0.64219,0.38578,0.87605,0.90984,0.78301,0.86002,0.52174,1.23954,0.71751,1.20713,9.36854e-05,9.36854e-05,9.36854e-05
145,1110.71,0.63121,0.38164,0.86704,0.91582,0.78038,0.85769,0.51966,1.23061,0.73692,1.20314,8.26832e-05,8.26832e-05,8.26832e-05
146,1117.52,0.61773,0.36435,0.85793,0.87772,0.78889,0.8551,0.52211,1.22314,0.71921,1.19776,7.1681e-05,7.1681e-05,7.1681e-05
147,1124.46,0.61578,0.37417,0.856,0.86218,0.7843,0.85071,0.51999,1.22051,0.70918,1.20007,6.06788e-05,6.06788e-05,6.06788e-05
148,1131.42,0.60715,0.3658,0.85366,0.86481,0.79873,0.86218,0.52655,1.22584,0.71935,1.1961,4.96766e-05,4.96766e-05,4.96766e-05
149,1138.28,0.60888,0.37746,0.85692,0.89156,0.78301,0.86282,0.52744,1.20812,0.71707,1.19794,3.86744e-05,3.86744e-05,3.86744e-05
150,1145.14,0.60145,0.36334,0.85947,0.86931,0.80407,0.86313,0.52175,1.19187,0.71297,1.20558,2.76722e-05,2.76722e-05,2.76722e-05
